"","Station","hour","minutezone","bikesout","bikesin","bikediff"
"15411","University of St. Thomas",11,"30_44",0.0184331797235023,-0.0230414746543779,-0.00460829493087558
"15412","University of St. Thomas",11,"45_59",0.0737327188940092,-0.032258064516129,0.0414746543778802
"15413","University of St. Thomas",12,"0_14",0.0737327188940092,-0.0368663594470046,0.0368663594470046
"15414","University of St. Thomas",12,"15_29",0.0552995391705069,-0.032258064516129,0.0230414746543779
"15415","University of St. Thomas",12,"30_44",0.0368663594470046,-0.0276497695852535,0.00921658986175115
"15416","University of St. Thomas",12,"45_59",0.0552995391705069,-0.0599078341013825,-0.00460829493087557
"15417","University of St. Thomas",13,"0_14",0.0783410138248848,-0.0552995391705069,0.0230414746543779
"15418","University of St. Thomas",13,"15_29",0.0599078341013825,-0.0184331797235023,0.0414746543778802
"15419","University of St. Thomas",13,"30_44",0.0691244239631336,-0.0460829493087558,0.0230414746543779
"15420","University of St. Thomas",13,"45_59",0.0829493087557604,-0.0737327188940092,0.00921658986175115
